date,rank,id,brand,name,price,badge,link
"2026-04-20","0","1107744417","Beauty of Joseon","Relief Sun: Rice + Probiotics","₩ 25,856","#1","https://www.yesstyle.com/en/beauty-of-joseon-relief-sun-rice-probiotics-50ml/info.html/pid.1107744417"
"2026-04-20","1","1130946339","celimax","The Vita-A Retinal Shot Tightening Booster","₩ 19,230","#2","https://www.yesstyle.com/en/celimax-the-vita-a-retinal-shot-tightening-booster-15ml/info.html/pid.1130946339"
"2026-04-20","2","1124698946","Dr. Althea","345 Relief Cream","₩ 43,632","#3","https://www.yesstyle.com/en/dr-althea-345-relief-cream-renewed-50ml/info.html/pid.1124698946"
"2026-04-20","3","1121503383","SKIN1004","Madagascar Centella Hyalu-Cica Water-Fit Sun Serum Twin Pack","₩ 40,723","#4","https://www.yesstyle.com/en/skin1004-madagascar-centella-hyalu-cica-water-fit-sun-serum-twin-pack/info.html/pid.1121503383"
"2026-04-20","4","1113888108","SKIN1004","Madagascar Centella Hyalu-Cica Water-Fit Sun Serum","₩ 24,240","#5","https://www.yesstyle.com/en/skin1004-madagascar-centella-hyalu-cica-water-fit-sun-serum-50ml/info.html/pid.1113888108"
"2026-04-20","5","1130222654","Beauty of Joseon","Relief Sun Aqua-fresh","₩ 29,088","#6","https://www.yesstyle.com/en/beauty-of-joseon-relief-sun-aqua-fresh-50ml/info.html/pid.1130222654"
"2026-04-20","6","1124536886","APLB","Glutathione Niacinamide Sheet Mask","₩ 6,816","#7","https://www.yesstyle.com/en/aplb-glutathione-niacinamide-sheet-mask-25ml/info.html/pid.1124536886"
"2026-04-20","7","1129733663","Purito SEOUL","Mighty Bamboo Panthenol Cream","₩ 28,118","#8","https://www.yesstyle.com/en/purito-seoul-mighty-bamboo-panthenol-cream-100ml/info.html/pid.1129733663"
"2026-04-20","8","1136616200","Arencia","Vitamin C Booster Shot","₩ 21,654","#9","https://www.yesstyle.com/en/arencia-vitamin-c-booster-shot-30ml/info.html/pid.1136616200"
"2026-04-20","9","1132449411","Anua","Azelaic Acid 10 Hyaluron Redness Soothing Serum","₩ 32,482","#10","https://www.yesstyle.com/en/anua-azelaic-acid-10-hyaluron-redness-soothing-serum-30ml/info.html/pid.1132449411"
"2026-04-20","10","1105145092","Purito SEOUL","Oat-In Calming Gel Cream","₩ 25,210","#11","https://www.yesstyle.com/en/purito-seoul-oat-in-calming-gel-cream-100ml/info.html/pid.1105145092"
"2026-04-20","11","1133472805","APLB","Collagen EGF Peptide Sheet Mask","₩ 6,884","#12","https://www.yesstyle.com/en/aplb-collagen-egf-peptide-sheet-mask-25ml/info.html/pid.1133472805"
"2026-04-20","12","1077182361","SKIN1004","Madagascar Centella Light Cleansing Oil","₩ 32,320","#13","https://www.yesstyle.com/en/skin1004-madagascar-centella-light-cleansing-oil-200ml/info.html/pid.1077182361"
"2026-04-20","13","1120355496","Mary&May","Tranexamic Acid + Glutathione Eye Cream Mini","₩ 6,674","#14","https://www.yesstyle.com/en/mary-may-tranexamic-acid-glutathione-eye-cream-mini-12g/info.html/pid.1120355496"
"2026-04-20","14","1122974582","ROUND LAB","Birch Juice Moisturizing Sunscreen","₩ 22,947","#15","https://www.yesstyle.com/en/round-lab-birch-juice-moisturizing-sunscreen-50ml/info.html/pid.1122974582"
"2026-04-20","15","1137028002","Dr. Althea","345 Relief Cream Mini","₩ 15,998","#16","https://www.yesstyle.com/en/dr-althea-345-relief-cream-mini-15ml/info.html/pid.1137028002"
"2026-04-20","16","1067114916","SKIN1004","Madagascar Centella Asiatica 100 Ampoule","₩ 37,491","#17","https://www.yesstyle.com/en/skin1004-madagascar-centella-asiatica-100-ampoule-100ml/info.html/pid.1067114916"
"2026-04-20","17","1123474314","SKIN1004","Madagascar Centella Poremizing Quick Clay Stick Mask","₩ 25,371","#18","https://www.yesstyle.com/en/skin1004-madagascar-centella-poremizing-quick-clay-stick-mask-27g/info.html/pid.1123474314"
"2026-04-20","18","1131568455","EQQUALBERRY","Vitamin Illuminating Serum","₩ 35,714","#19","https://www.yesstyle.com/en/eqqualberry-vitamin-illuminating-serum-30ml/info.html/pid.1131568455"
"2026-04-20","19","1126934079","KSECRET","SEOUL 1988 Serum : Retinal Liposome 2% + Black Ginseng","₩ 25,210","#20","https://www.yesstyle.com/en/ksecret-seoul-1988-serum-retinal-liposome-2-black-ginseng-30ml/info.html/pid.1126934079"
"2026-04-20","20","1132942898","Anua","Niacinamide 10 TXA 4 Serum","₩ 32,482","#21","https://www.yesstyle.com/en/anua-niacinamide-10-txa-4-serum-2024-version-30ml/info.html/pid.1132942898"
"2026-04-20","21","1129356822","SKIN1004","Madagascar Centella Double Cleansing Duo Set","₩ 52,520","#22","https://www.yesstyle.com/en/skin1004-madagascar-centella-double-cleansing-duo-set-2-pcs/info.html/pid.1129356822"
"2026-04-20","22","1135801052","Dr. Althea","345 Relief Cream Mist","₩ 32,158","#23","https://www.yesstyle.com/en/dr-althea-345-relief-cream-mist-100ml/info.html/pid.1135801052"
"2026-04-20","23","1114255822","Beauty of Joseon","Revive Eye Serum","₩ 24,240","#24","https://www.yesstyle.com/en/beauty-of-joseon-revive-eye-serum-30ml/info.html/pid.1114255822"
"2026-04-20","24","1135350144","JUMISO","Niacinamide 20 Serum","₩ 30,704","#25","https://www.yesstyle.com/en/jumiso-niacinamide-20-serum-40ml/info.html/pid.1135350144"
"2026-04-20","25","1107199865","SKIN1004","Madagascar Centella Tone Brightening Capsule Ampoule Jumbo","₩ 34,582","#26","https://www.yesstyle.com/en/skin1004-madagascar-centella-tone-brightening-capsule-ampoule-jumbo/info.html/pid.1107199865"
"2026-04-20","26","1129886159","medicube","PDRN Pink Peptide Serum","₩ 29,250","#27","https://www.yesstyle.com/en/medicube-pdrn-pink-peptide-serum-30ml/info.html/pid.1129886159"
"2026-04-20","27","1129356823","SKIN1004","Madagascar Centella Hyalu-Cica Water-Fit Sun Serum Jumbo","₩ 37,653","#28","https://www.yesstyle.com/en/skin1004-madagascar-centella-hyalu-cica-water-fit-sun-serum-jumbo/info.html/pid.1129356823"
"2026-04-20","28","1133472802","APLB","Retinol Vitamin C Vitamin E Sheet Mask","₩ 6,884","#29","https://www.yesstyle.com/en/aplb-retinol-vitamin-c-vitamin-e-sheet-mask-25ml/info.html/pid.1133472802"
"2026-04-20","29","1078919512","AXIS-Y","Dark Spot Correcting Glow Serum","₩ 22,624","#30","https://www.yesstyle.com/en/axis-y-dark-spot-correcting-glow-serum-50ml/info.html/pid.1078919512"
"2026-04-20","30","1135111653","medicube","Zero Pore Pad 2.0","₩ 38,784","#31","https://www.yesstyle.com/en/medicube-zero-pore-pad-2-0-70-pads/info.html/pid.1135111653"
"2026-04-20","31","1077182367","SKIN1004","Madagascar Centella Ampoule Foam","₩ 25,533","#32","https://www.yesstyle.com/en/skin1004-madagascar-centella-ampoule-foam-125ml/info.html/pid.1077182367"
"2026-04-20","32","1118873672","Beauty of Joseon","Relief Sun Mini","₩ 7,595","#33","https://www.yesstyle.com/en/beauty-of-joseon-relief-sun-mini-10ml/info.html/pid.1118873672"
"2026-04-20","33","1123535471","House of Hur","Weightless Sun Fluid","₩ 24,725","#34","https://www.yesstyle.com/en/house-of-hur-weightless-sun-fluid-50ml/info.html/pid.1123535471"
"2026-04-20","34","1133101178","Arencia","Fresh Green Rice Mochi Cleanser","₩ 30,866","#35","https://www.yesstyle.com/en/arencia-fresh-green-rice-mochi-cleanser-120g/info.html/pid.1133101178"
"2026-04-20","35","1120888779","haruharu wonder","Black Rice Moisture Airyfit Sunscreen","₩ 25,694","#36","https://www.yesstyle.com/en/haruharu-wonder-black-rice-moisture-airyfit-sunscreen-50ml/info.html/pid.1120888779"
"2026-04-20","36","1065077575","iUNIK","Beta-Glucan Power Moisture Serum","₩ 29,896","#37","https://www.yesstyle.com/en/iunik-beta-glucan-power-moisture-serum-50ml/info.html/pid.1065077575"
"2026-04-20","37","1135010030","celimax","The Vita-A Retinal Shot Tightening Booster Bundle Set","₩ 38,461","#38","https://www.yesstyle.com/en/celimax-the-vita-a-retinal-shot-tightening-booster-bundle-set-2-pcs/info.html/pid.1135010030"
"2026-04-20","38","1120208637","SKIN1004","Madagascar Centella Probio-Cica Enrich Cream","₩ 30,704","#39","https://www.yesstyle.com/en/skin1004-madagascar-centella-probio-cica-enrich-cream-50ml/info.html/pid.1120208637"
"2026-04-20","39","1126837080","Shiseido","Fino Premium Touch Hair Mask","₩ 26,826","#40","https://www.yesstyle.com/en/shiseido-fino-premium-touch-hair-mask/info.html/pid.1126837080"
"2026-04-20","40","1135064250","numbuzin","No.9 NAD+ Retinol Volumetox Eye Cream","₩ 33,936","#41","https://www.yesstyle.com/en/numbuzin-no-9-nad-retinol-volumetox-eye-cream-10ml/info.html/pid.1135064250"
"2026-04-20","41","1132864358","numbuzin","No.9 NAD Bio Lifting-sil Essence 50ml","₩ 53,328","#42","https://www.yesstyle.com/en/numbuzin-no-9-nad-bio-lifting-sil-essence-50ml-2025-version-50ml/info.html/pid.1132864358"
"2026-04-20","42","1074113181","ROUND LAB","1025 Dokdo Cleanser","₩ 25,048","#43","https://www.yesstyle.com/en/round-lab-1025-dokdo-cleanser-150ml/info.html/pid.1074113181"
"2026-04-20","43","1134657377","Abib","PDRN Retinal Eye Patch Glow Jelly","₩ 32,966","#44","https://www.yesstyle.com/en/abib-pdrn-retinal-eye-patch-glow-jelly-60-patches/info.html/pid.1134657377"
"2026-04-20","44","1137548574","I'm from","Rice Toner","₩ 35,390","#45","https://www.yesstyle.com/en/im-from-rice-toner-150ml/info.html/pid.1137548574"
"2026-04-20","45","1130836320","KSECRET","SEOUL 1988 Eye Cream : Retinal Liposome 4% + Fermented Bean","₩ 22,624","#46","https://www.yesstyle.com/en/ksecret-seoul-1988-eye-cream-retinal-liposome-4-fermented-bean-30ml/info.html/pid.1130836320"
"2026-04-20","46","1105987458","mixsoon","Bean Essence Jumbo","₩ 33,451","#47","https://www.yesstyle.com/en/mixsoon-bean-essence-jumbo-50ml/info.html/pid.1105987458"
"2026-04-20","47","1134562290","Dr. Althea","345 Relief Cream Bundle Set","₩ 87,264","#48","https://www.yesstyle.com/en/dr-althea-345-relief-cream-bundle-set-2-pcs/info.html/pid.1134562290"
"2026-04-20","48","1133078347","Beauty of Joseon","Relief Sun Aqua-fresh Mini","₩ 7,595","#49","https://www.yesstyle.com/en/beauty-of-joseon-relief-sun-aqua-fresh-mini-10ml/info.html/pid.1133078347"
"2026-04-20","49","1114237600","TOCOBO","Cotton Soft Sun Stick","₩ 23,109","#50","https://www.yesstyle.com/en/tocobo-cotton-soft-sun-stick-19g/info.html/pid.1114237600"
"2026-04-20","50","1127471822","AXIS-Y","Vegan Collagen Eye Serum","₩ 22,786","#51","https://www.yesstyle.com/en/axis-y-vegan-collagen-eye-serum-10ml/info.html/pid.1127471822"
"2026-04-20","51","1124066780","medicube","Collagen Night Wrapping Mask","₩ 30,219","#52","https://www.yesstyle.com/en/medicube-collagen-night-wrapping-mask-75ml/info.html/pid.1124066780"
"2026-04-20","52","1134227148","medicube","PDRN Pink Collagen Capsule Cream","₩ 37,006","#53","https://www.yesstyle.com/en/medicube-pdrn-pink-collagen-capsule-cream-55g/info.html/pid.1134227148"
"2026-04-20","53","1134248364","Beauty of Joseon","YesStyle Exclusive Relief Sun Bundle Set","₩ 64,317","#54","https://www.yesstyle.com/en/beauty-of-joseon-yesstyle-exclusive-relief-sun-bundle-set-3-pcs/info.html/pid.1134248364"
"2026-04-20","54","1134328488","Anua","PDRN Hyaluronic Acid 100 Moisturizing Cream","₩ 32,158","#55","https://www.yesstyle.com/en/anua-pdrn-hyaluronic-acid-100-moisturizing-cream-60ml/info.html/pid.1134328488"
"2026-04-20","55","1131154179","celimax","Pore+Dark Spot Brightening Cream","₩ 22,301","#56","https://www.yesstyle.com/en/celimax-pore-dark-spot-brightening-cream-35ml/info.html/pid.1131154179"
"2026-04-20","56","1124363690","SKIN1004","Madagascar Centella Probio-Cica Bakuchiol Eye Cream","₩ 20,362","#57","https://www.yesstyle.com/en/skin1004-madagascar-centella-probio-cica-bakuchiol-eye-cream-20ml/info.html/pid.1124363690"
"2026-04-20","57","1136404512","Mary&May","Spicule Retinol PDRN Cream","₩ 13,413","#58","https://www.yesstyle.com/en/mary-may-spicule-retinol-pdrn-cream-15g/info.html/pid.1136404512"
"2026-04-20","58","1133472809","APLB","Tranexamic Acid Niacinamide Sheet Mask","₩ 6,884","#59","https://www.yesstyle.com/en/aplb-tranexamic-acid-niacinamide-sheet-mask-25ml/info.html/pid.1133472809"
"2026-04-20","59","1129917448","Anua","Rice 70 Glow Milky Toner","₩ 39,107","#60","https://www.yesstyle.com/en/anua-rice-70-glow-milky-toner-250ml/info.html/pid.1129917448"
"2026-04-20","60","1137487197","medicube","PDRN Pink Vita Coating Mask","₩ 6,626","#61","https://www.yesstyle.com/en/medicube-pdrn-pink-vita-coating-mask-22g-x-1-sheet/info.html/pid.1137487197"
"2026-04-20","61","1122949317","APLB","Glutathione Niacinamide Body Lotion","₩ 26,842","#62","https://www.yesstyle.com/en/aplb-glutathione-niacinamide-body-lotion-300ml/info.html/pid.1122949317"
"2026-04-20","62","1129006061","Anua","Heartleaf Quercetinol Pore Deep Cleansing Foam","₩ 27,634","#63","https://www.yesstyle.com/en/anua-heartleaf-quercetinol-pore-deep-cleansing-foam-150ml/info.html/pid.1129006061"
"2026-04-20","63","1132449346","celimax","The Real Noni Acne Bubble Cleanser","₩ 28,926","#64","https://www.yesstyle.com/en/celimax-the-real-noni-acne-bubble-cleanser-155ml/info.html/pid.1132449346"
"2026-04-20","64","1113064817","SKIN1004","Madagascar Centella Poremizing Fresh Ampoule Jumbo","₩ 32,320","#65","https://www.yesstyle.com/en/skin1004-madagascar-centella-poremizing-fresh-ampoule-jumbo-100ml/info.html/pid.1113064817"
"2026-04-20","65","1116073910","SKIN1004","Madagascar Centella Poremizing Deep Cleansing Foam","₩ 25,533","#66","https://www.yesstyle.com/en/skin1004-madagascar-centella-poremizing-deep-cleansing-foam-125ml/info.html/pid.1116073910"
"2026-04-20","66","1124363689","SKIN1004","Madagascar Centella Hyalu-Cica Silky-Fit Sun Stick","₩ 22,786","#67","https://www.yesstyle.com/en/skin1004-madagascar-centella-hyalu-cica-silky-fit-sun-stick-20g/info.html/pid.1124363689"
"2026-04-20","67","1129799320","haruharu wonder","Black Rice Probiotics Barrier Essence","₩ 38,784","#68","https://www.yesstyle.com/en/haruharu-wonder-black-rice-probiotics-barrier-essence-120ml/info.html/pid.1129799320"
"2026-04-20","68","1116073911","SKIN1004","Madagascar Centella Poremizing Light Gel Cream","₩ 25,371","#69","https://www.yesstyle.com/en/skin1004-madagascar-centella-poremizing-light-gel-cream-75ml/info.html/pid.1116073911"
"2026-04-20","69","1136608129","Anua","Rice 70 Glow Milky Toner 150ml","₩ 27,472","#70","https://www.yesstyle.com/en/anua-rice-70-glow-milky-toner-150ml-150ml/info.html/pid.1136608129"
"2026-04-20","70","1122266868","NINELESS","A-Control 10% Azelaic Acid Serum","₩ 22,947","#71","https://www.yesstyle.com/en/nineless-a-control-10-azelaic-acid-serum-30ml/info.html/pid.1122266868"
"2026-04-20","71","1048964957","MISSHA","M Perfect Cover BB Cream SPF42 PA+++ - 7 Colors","₩ 20,362","#72","https://www.yesstyle.com/en/missha-m-perfect-cover-bb-cream-spf42-pa-7-colors/info.html/pid.1048964957"
"2026-04-20","72","1131427728","Dr. Althea","Vitamin C Boosting Serum","₩ 38,622","#73","https://www.yesstyle.com/en/dr-althea-vitamin-c-boosting-serum-30ml/info.html/pid.1131427728"
"2026-04-20","73","1123474315","SKIN1004","Madagascar Centella Probio-Cica Intensive Ampoule Jumbo","₩ 41,208","#74","https://www.yesstyle.com/en/skin1004-madagascar-centella-probio-cica-intensive-ampoule-jumbo-95ml/info.html/pid.1123474315"
